Event	Start	End	Code cours
122-07	19-10-2021 18:00:00	19-10-2021 20:00:00	GEST1115-A-a
12217-07	19-10-2021 13:30:00	19-10-2021 17:30:00	VETE0453-A-a
12255-07	19-10-2021 13:30:00	19-10-2021 15:30:00	VETE2114-A-a
12315-07	19-10-2021 15:45:00	19-10-2021 17:45:00	MATH2019-A-a
12337-07	19-10-2021 08:30:00	19-10-2021 10:30:00	VETE0456-A-b
12480-07	19-10-2021 15:00:00	19-10-2021 18:00:00	DROI0184-A-c
12584-07	19-10-2021 10:45:00	19-10-2021 12:45:00	PHYS3038-A-a
12585-07	19-10-2021 15:30:00	19-10-2021 17:30:00	MATH0069-A-a
12586-07	19-10-2021 10:30:00	19-10-2021 12:15:00	MATH0002-A-d
126-07	19-10-2021 13:00:00	19-10-2021 16:00:00	DENT0290-A-a
12687-07	19-10-2021 10:00:00	19-10-2021 12:00:00	BIOL0861-A-a
1272-07	19-10-2021 08:30:00	19-10-2021 11:30:00	CHIM0330-A-c
12769-07	19-10-2021 08:30:00	19-10-2021 10:00:00	VETE2073-1
12804-07	19-10-2021 15:30:00	19-10-2021 17:00:00	NEUR2045-A-a
12809-07	19-10-2021 09:30:00	19-10-2021 12:30:00	OCEA0096-A-a
12815-07	19-10-2021 08:15:00	19-10-2021 10:15:00	SBIM2022-A-a
12818-07	19-10-2021 12:15:00	19-10-2021 13:45:00	TRAD0004-A-a
12899-07	19-10-2021 14:00:00	19-10-2021 16:00:00	COMU0439-A-a
12925-07	19-10-2021 10:30:00	19-10-2021 12:30:00	MATH0002-A-d
12942-07	19-10-2021 12:15:00	19-10-2021 15:15:00	LANG1993-A-a
12955-07	19-10-2021 10:30:00	19-10-2021 12:30:00	CHIM9277-A-a
13066-07	19-10-2021 09:00:00	19-10-2021 11:00:00	LMOD0003-A-a
13071-07	19-10-2021 13:30:00	19-10-2021 17:30:00	GEOL1037-A-a
13106-07	19-10-2021 08:30:00	19-10-2021 12:00:00	VETE2089-1
13108-07	19-10-2021 10:15:00	19-10-2021 11:45:00	VETE2073-1
13142-07	19-10-2021 13:30:00	19-10-2021 15:00:00	NEUR2045-A-a
13187-07	19-10-2021 15:15:00	19-10-2021 18:15:00	LANG1911-A-a
13342-07	19-10-2021 13:30:00	19-10-2021 16:00:00	DROI1323-A-a
13368-07	19-10-2021 11:00:00	19-10-2021 13:00:00	PHIL0077-A-b
1340-07	19-10-2021 08:00:00	19-10-2021 17:00:00	GPRO0002-A-a
13463-07	19-10-2021 14:00:00	19-10-2021 16:00:00	BIOC0210-C-b
13507-07	19-10-2021 09:00:00	19-10-2021 11:00:00	LANG2946-A-a
1358-07	19-10-2021 13:00:00	19-10-2021 15:00:00	INFO2043-A-a
1361-07	19-10-2021 13:00:00	19-10-2021 14:00:00	PHYS0956-B-b
1371-07	19-10-2021 08:15:00	19-10-2021 10:15:00	LANG2942-A-a
1384-07	19-10-2021 13:30:00	19-10-2021 16:30:00	LANG1951-A-a
13852-07	19-10-2021 10:30:00	19-10-2021 12:30:00	CHIM9287-A-a
13880-07	19-10-2021 14:00:00	19-10-2021 18:00:00	BIOL2030-A-a
13884-07	19-10-2021 13:00:00	19-10-2021 15:00:00	LANG0051-B-a
13909-07	19-10-2021 10:15:00	19-10-2021 12:15:00	MATH0057-A-c
13960-07	19-10-2021 13:45:00	19-10-2021 17:45:00	GBIO0002-A-a
13999-07	19-10-2021 09:00:00	19-10-2021 12:00:00	DROI2316-A-b
14077-07	19-10-2021 08:00:00	19-10-2021 10:00:00	MATH0057-A-c
14092-07	19-10-2021 14:00:00	19-10-2021 17:00:00	DOCU0459-B-a
14141-07	19-10-2021 08:00:00	19-10-2021 12:00:00	TECH0763-A-b
14177-07	19-10-2021 15:45:00	19-10-2021 17:45:00	MATH2019-A-a
14221-07	19-10-2021 08:00:00	19-10-2021 09:00:00	LROM0106-A-a
14229-07	19-10-2021 13:30:00	19-10-2021 15:00:00	ECON2280-A-a
14249-07	19-10-2021 08:30:00	19-10-2021 12:00:00	MECA0462-A-b
14262-07	19-10-2021 13:30:00	19-10-2021 15:00:00	ECON2280-A-a
1428-07	19-10-2021 18:00:00	19-10-2021 21:00:00	GCER0096-A-a
1431-07	19-10-2021 18:15:00	19-10-2021 21:15:00	FINA0072-A-a
14330-07	19-10-2021 10:30:00	19-10-2021 12:00:00	LANG0921-A-b
14341-07	19-10-2021 10:15:00	19-10-2021 11:15:00	LANG8030-A-a
14342-07	19-10-2021 11:15:00	19-10-2021 12:15:00	LANG8030-A-a
14365-07	19-10-2021 10:45:00	19-10-2021 12:45:00	CHIM0739-A-a
14371-07	19-10-2021 13:30:00	19-10-2021 17:30:00	SBIM2022-A-a
14385-07	19-10-2021 13:30:00	19-10-2021 16:30:00	GEOG0666-A-a
1444-07	19-10-2021 08:15:00	19-10-2021 17:30:00	ARCH0568-A-a
1446-07	19-10-2021 08:15:00	19-10-2021 17:30:00	ARCH0570-A-a
1448-07	19-10-2021 08:15:00	19-10-2021 17:30:00	ARCH0572-A-a
14488-07	19-10-2021 10:45:00	19-10-2021 12:45:00	PHYS0972-A-a
14490-07	19-10-2021 18:00:00	19-10-2021 20:00:00	ISLV0307-A-a
14604-07	19-10-2021 09:00:00	19-10-2021 11:00:00	GEST7064-A-a
1473-07	19-10-2021 09:45:00	19-10-2021 12:45:00	ECON2280-A-a
14876-07	19-10-2021 16:00:00	19-10-2021 18:00:00	LCLA0069-A-a
14907-07	19-10-2021 10:00:00	19-10-2021 12:00:00	LCLA0063-A-a
14908-07	19-10-2021 08:15:00	19-10-2021 10:15:00	CHIM9289-E-a
14924-07	19-10-2021 08:15:00	19-10-2021 12:15:00	HAAR0105-A-a
1497-07	19-10-2021 11:00:00	19-10-2021 13:00:00	DROI2354-A-a
1507-07	19-10-2021 12:15:00	19-10-2021 15:15:00	LANG1993-A-a
15079-07	19-10-2021 11:00:00	19-10-2021 12:00:00	BIOL0029-A-a
15100-07	19-10-2021 09:00:00	19-10-2021 13:00:00	GEOG0057-A-a
15106-07	19-10-2021 09:00:00	19-10-2021 12:00:00	PSYC1063-A-a
15299-07	19-10-2021 13:00:00	19-10-2021 17:00:00	BIOL0025-A-a
15346-07	19-10-2021 15:15:00	19-10-2021 17:15:00	HULG9179-A-a
15485-07	19-10-2021 13:30:00	19-10-2021 17:00:00	MTRA2013-1
15560-07	19-10-2021 14:00:00	19-10-2021 17:00:00	GEOL0297-A-a
156-07	19-10-2021 08:00:00	19-10-2021 10:30:00	MTRA2005-1
15639-07	19-10-2021 15:30:00	19-10-2021 17:00:00	MATH0055-A-b
1569-07	19-10-2021 10:15:00	19-10-2021 12:15:00	PSYC0030-A-a
15790-07	19-10-2021 15:45:00	19-10-2021 17:45:00	CHIM0737-B-a
15819-07	19-10-2021 11:00:00	19-10-2021 12:30:00	STER0003-A-a
15856-07	19-10-2021 08:30:00	19-10-2021 10:30:00	CHIM0310-B-a
15911-07	19-10-2021 13:00:00	19-10-2021 17:00:00	GPRO0002-A-a
15916-07	19-10-2021 17:30:00	19-10-2021 21:30:00	GPRO0002-A-a
15935-07	19-10-2021 08:00:00	19-10-2021 10:00:00	PSYC1018-A-a
15940-07	19-10-2021 13:30:00	19-10-2021 17:30:00	HULG9389-A-a
160-07	19-10-2021 10:00:00	19-10-2021 12:00:00	SOCI0104-A-a
1604-07	19-10-2021 15:45:00	19-10-2021 19:15:00	PSYC5895-A-a
16066-07	19-10-2021 09:00:00	19-10-2021 12:00:00	GEOL1022-A-b
16120-07	19-10-2021 10:30:00	19-10-2021 12:30:00	STAT1750-A-a
16146-07	19-10-2021 15:30:00	19-10-2021 17:00:00	MATH0055-A-b
16190-07	19-10-2021 10:15:00	19-10-2021 12:15:00	ALIM0006-A-a
162-07	19-10-2021 15:00:00	19-10-2021 17:00:00	SOCI2231-A-a
16212-07	19-10-2021 13:15:00	19-10-2021 16:15:00	ALIM0017-A-a
16301-07	19-10-2021 08:00:00	19-10-2021 12:00:00	GPRO0002-A-a
163-07	19-10-2021 10:30:00	19-10-2021 12:00:00	MTRA2014-1
16401-07	19-10-2021 10:45:00	19-10-2021 12:45:00	PHYL0646-B-a
16404-07	19-10-2021 13:30:00	19-10-2021 15:30:00	NUTR1003-A-a
16481-07	19-10-2021 14:00:00	19-10-2021 16:00:00	PSYC0059-A-a
1662-07	19-10-2021 13:30:00	19-10-2021 15:30:00	NERF0130-A-e
16636-07	19-10-2021 10:30:00	19-10-2021 12:00:00	EDPH0634-A-a
1680-07	19-10-2021 18:00:00	19-10-2021 21:00:00	DROI0218-A-a
16832-07	19-10-2021 10:45:00	19-10-2021 12:45:00	IMMU0121-A-e
1686-07	19-10-2021 10:00:00	19-10-2021 12:00:00	CRIM3222-A-a
16875-07	19-10-2021 08:30:00	19-10-2021 12:30:00	ENVT3065-A-a
1695-07	19-10-2021 10:15:00	19-10-2021 12:15:00	GEST3013-A-a
16958-07	19-10-2021 13:30:00	19-10-2021 17:30:00	PHYS0092-A-a
1700-07	19-10-2021 09:00:00	19-10-2021 13:00:00	BIOL2046-A-a
17072-07	19-10-2021 14:00:00	19-10-2021 16:00:00	PSYC0292-A-a
17087-07	19-10-2021 08:30:00	19-10-2021 10:30:00	BIOC0340-A-a
1710-07	19-10-2021 15:30:00	19-10-2021 18:30:00	LANG1956-A-a
17142-07	19-10-2021 10:45:00	19-10-2021 12:45:00	COMU0430-A-b
17172-07	19-10-2021 16:00:00	19-10-2021 18:00:00	KINE0647-B-a
17237-07	19-10-2021 10:30:00	19-10-2021 12:30:00	GEOL1035-A-a
17319-07	19-10-2021 16:00:00	19-10-2021 17:00:00	PHIL0011-A-a
17342-07	19-10-2021 13:15:00	19-10-2021 16:15:00	GERE0035-A-a
1743-07	19-10-2021 16:30:00	19-10-2021 19:00:00	ECON0212-A-c
17476-07	19-10-2021 13:30:00	19-10-2021 15:30:00	CHIM0737-B-a
17590-07	19-10-2021 08:30:00	19-10-2021 10:30:00	HULG0465-A-a
17736-07	19-10-2021 13:00:00	19-10-2021 15:30:00	CRIM0016-A-a
1774-07	19-10-2021 08:00:00	19-10-2021 10:00:00	HAAR0029-A-a
1775-07	19-10-2021 09:00:00	19-10-2021 11:00:00	LROM0131-A-a
1776-07	19-10-2021 09:00:00	19-10-2021 11:00:00	MEDC0008-A-a
17767-07	19-10-2021 13:00:00	19-10-2021 17:00:00	GPRO0002-A-a
1777-07	19-10-2021 10:00:00	19-10-2021 11:00:00	LROM9065-A-d
1778-07	19-10-2021 11:00:00	19-10-2021 13:00:00	LROM0124-B-a
1779-07	19-10-2021 12:00:00	19-10-2021 14:00:00	HIST0013-A-c
17791-07	19-10-2021 10:30:00	19-10-2021 13:30:00	CHIM9314-A-a
1780-07	19-10-2021 12:00:00	19-10-2021 14:00:00	LGER0212-A-a
17812-07	19-10-2021 16:00:00	19-10-2021 17:00:00	LROM1018-B-a
17906-07	19-10-2021 15:30:00	19-10-2021 17:00:00	CRIM0016-A-a
17965-07	19-10-2021 11:00:00	19-10-2021 12:00:00	LROM0031-B-b
18022-07	19-10-2021 09:30:00	19-10-2021 11:30:00	BIOL2213-A-a
18040-07	19-10-2021 13:45:00	19-10-2021 17:45:00	INFO8002-A-a
1810-07	19-10-2021 08:15:00	19-10-2021 10:00:00	MATH0002-A-d
18256-07	19-10-2021 11:00:00	19-10-2021 13:00:00	ECON2293-A-a
18369-07	19-10-2021 09:00:00	19-10-2021 11:00:00	COMU0031-A-a
18374-07	19-10-2021 14:00:00	19-10-2021 16:00:00	COMU2145-A-a
18416-07	19-10-2021 13:15:00	19-10-2021 15:15:00	MATH0057-A-c
18437-07	19-10-2021 08:00:00	19-10-2021 12:00:00	INTR1131-A-a
18462-07	19-10-2021 15:00:00	19-10-2021 18:00:00	LANG1911-A-a
1852-07	19-10-2021 10:45:00	19-10-2021 12:45:00	PHAR0344-A-c
1861-07	19-10-2021 11:00:00	19-10-2021 13:00:00	SOCI9007-B-a
18633-07	19-10-2021 13:00:00	19-10-2021 15:00:00	INFO9001-C-a
1865-07	19-10-2021 13:15:00	19-10-2021 15:15:00	GEST3013-A-a
18651-07	19-10-2021 13:30:00	19-10-2021 16:30:00	PSYC0292-A-a
18760-07	19-10-2021 10:00:00	19-10-2021 12:00:00	LCLA0071-A-a
1879-07	19-10-2021 15:30:00	19-10-2021 18:30:00	LANG1956-A-a
18811-07	19-10-2021 17:15:00	19-10-2021 19:00:00	ANAT0227-A-a
18853-07	19-10-2021 16:30:00	19-10-2021 18:30:00	DROI1211-A-a
18898-07	19-10-2021 08:30:00	19-10-2021 10:30:00	PSYC0040-A-a
19028-07	19-10-2021 14:00:00	19-10-2021 16:00:00	PSYC0044-A-a
19040-07	19-10-2021 08:15:00	19-10-2021 12:15:00	GPRO0002-A-a
19045-07	19-10-2021 08:00:00	19-10-2021 12:00:00	GPRO0002-A-a
19176-07	19-10-2021 15:30:00	19-10-2021 17:30:00	PSYC1003-A-a
19224-07	19-10-2021 12:00:00	19-10-2021 15:00:00	LANG1911-A-a
19246-07	19-10-2021 10:00:00	19-10-2021 12:00:00	PSYC0054-A-d
19320-07	19-10-2021 13:30:00	19-10-2021 17:30:00	ARCH0572-A-a
1943-07	19-10-2021 08:00:00	19-10-2021 10:00:00	LROM9065-A-d
1944-07	19-10-2021 09:00:00	19-10-2021 12:00:00	HAAR0123-A-b
19451-07	19-10-2021 15:00:00	19-10-2021 16:00:00	LROM1018-A-a
1946-07	19-10-2021 10:00:00	19-10-2021 12:00:00	LGER0076-A-a
1947-07	19-10-2021 10:00:00	19-10-2021 11:00:00	LROM0031-B-b
1948-07	19-10-2021 11:00:00	19-10-2021 13:00:00	THEA0001-A-a
1949-07	19-10-2021 12:00:00	19-10-2021 13:30:00	LCLA0066-A-a
19507-07	19-10-2021 09:00:00	19-10-2021 12:00:00	GERE0035-A-a
19542-07	19-10-2021 08:00:00	19-10-2021 12:00:00	GPRO0002-A-a
19544-07	19-10-2021 13:00:00	19-10-2021 17:00:00	GPRO0002-A-a
19545-07	19-10-2021 13:00:00	19-10-2021 17:00:00	GPRO0002-A-a
1961-07	19-10-2021 08:30:00	19-10-2021 17:30:00	LABO0001-A-a
20235-07	19-10-2021 14:00:00	19-10-2021 16:00:00	LCLA0088-A-a
20394-07	19-10-2021 16:00:00	19-10-2021 18:00:00	STAT0066-A-a
20937-07	19-10-2021 16:00:00	19-10-2021 18:30:00	DROI2330-A-c
20938-07	19-10-2021 15:00:00	19-10-2021 17:00:00	DERM0240-A-b
2117-07	19-10-2021 10:00:00	19-10-2021 12:00:00	LANG0076-B-a
214-07	19-10-2021 11:00:00	19-10-2021 13:00:00	ANTH2234-A-a
21481-07	19-10-2021 10:30:00	19-10-2021 12:30:00	PHYS0975-A-a
2158-07	19-10-2021 14:00:00	19-10-2021 17:00:00	ECON2293-A-a
21768-07	19-10-2021 10:00:00	19-10-2021 12:00:00	PHIL1107-A-a
21861-07	19-10-2021 08:00:00	19-10-2021 10:00:00	SPOL2314-A-a
220-07	19-10-2021 14:00:00	19-10-2021 16:00:00	GRHO0023-A-a
221-07	19-10-2021 16:15:00	19-10-2021 19:15:00	GRHO0044-A-a
222-07	19-10-2021 13:00:00	19-10-2021 16:00:00	GRHO0008-A-d
22560-07	19-10-2021 13:00:00	19-10-2021 15:00:00	LANG8034-A-a
2286-07	19-10-2021 08:15:00	19-10-2021 10:15:00	LANG0076-E-a
2288-07	19-10-2021 13:30:00	19-10-2021 15:30:00	LANG0076-D-a
231-07	19-10-2021 14:15:00	19-10-2021 15:15:00	MATH0071-A-a
23389-07	19-10-2021 14:00:00	19-10-2021 17:00:00	MEDC0012-A-a
2349-07	19-10-2021 13:00:00	19-10-2021 15:00:00	DROI1203-A-d
2351-07	19-10-2021 16:45:00	19-10-2021 18:30:00	DROI1205-A-a
23533-07	19-10-2021 16:00:00	19-10-2021 18:00:00	HIST0271-A-a
23730-07	19-10-2021 10:00:00	19-10-2021 12:00:00	SPAT0018-A-a
2378-07	19-10-2021 14:15:00	19-10-2021 15:15:00	PHYS0956-B-b
2402-07	19-10-2021 13:30:00	19-10-2021 16:30:00	LANG1951-A-a
2404-07	19-10-2021 13:30:00	19-10-2021 16:30:00	LANG1951-A-a
2413-07	19-10-2021 13:30:00	19-10-2021 15:00:00	ECON2280-A-a
2439-07	19-10-2021 16:00:00	19-10-2021 18:00:00	SPOL9210-A-a
2443-07	19-10-2021 15:00:00	19-10-2021 17:00:00	SPOL9211-A-a
24453-07	19-10-2021 08:15:00	19-10-2021 12:15:00	ARCH0559-A-a
24535-07	19-10-2021 08:30:00	19-10-2021 10:30:00	DROI2203-A-a
2454-07	19-10-2021 10:00:00	19-10-2021 12:00:00	SOCI2246-A-a
2472-07	19-10-2021 15:45:00	19-10-2021 17:45:00	NERF0130-A-e
2491-07	19-10-2021 13:30:00	19-10-2021 15:30:00	PHYS0511-B-a
2492-07	19-10-2021 09:00:00	19-10-2021 12:00:00	SPAT0020-A-b
25072-07	19-10-2021 15:00:00	19-10-2021 16:30:00	DROI1102-A-a
2530-07	19-10-2021 10:45:00	19-10-2021 12:45:00	LANG5001-A-a
25377-07	19-10-2021 13:30:00	19-10-2021 15:30:00	MATH2019-A-a
2548-07	19-10-2021 15:30:00	19-10-2021 16:30:00	PHYS0956-B-b
2555-07	19-10-2021 14:00:00	19-10-2021 16:00:00	MATH2017-A-a
2582-07	19-10-2021 09:00:00	19-10-2021 11:00:00	DROI1284-A-a
2583-07	19-10-2021 16:00:00	19-10-2021 18:00:00	DROI2210-A-a
25839-07	19-10-2021 10:30:00	19-10-2021 12:30:00	DROI0724-A-a
2584-07	19-10-2021 16:00:00	19-10-2021 18:00:00	DROI0895-A-a
2589-07	19-10-2021 15:30:00	19-10-2021 17:00:00	MATH0055-A-b
26060-07	19-10-2021 13:45:00	19-10-2021 17:45:00	MECA0032-A-a
26087-07	19-10-2021 08:15:00	19-10-2021 10:15:00	LANG4015-A-a
26091-07	19-10-2021 08:00:00	19-10-2021 11:00:00	LOGO1140-A-a
26110-07	19-10-2021 15:00:00	19-10-2021 17:00:00	LROM0104-A-a
2614-07	19-10-2021 13:00:00	19-10-2021 15:00:00	SPOL2352-A-a
2620-07	19-10-2021 08:00:00	19-10-2021 09:30:00	STAT1208-A-b
2629-07	19-10-2021 15:15:00	19-10-2021 18:15:00	LANG1916-A-a
26467-07	19-10-2021 10:15:00	19-10-2021 12:15:00	MATH0510-A-a
2660-07	19-10-2021 13:30:00	19-10-2021 15:30:00	BIOC1006-A-a
2662-07	19-10-2021 10:00:00	19-10-2021 12:00:00	SPAT0075-A-a
2694-07	19-10-2021 08:15:00	19-10-2021 10:15:00	LANG0076-E-a
2755-07	19-10-2021 08:00:00	19-10-2021 12:30:00	EDPH0614-A-a
2799-07	19-10-2021 08:00:00	19-10-2021 10:00:00	GEST3013-A-a
2877-07	19-10-2021 08:00:00	19-10-2021 10:00:00	HIST0075-A-b
2878-07	19-10-2021 09:00:00	19-10-2021 11:00:00	ASPE0010-A-a
2879-07	19-10-2021 09:00:00	19-10-2021 11:00:00	LGER0202-A-a
2880-07	19-10-2021 10:00:00	19-10-2021 12:00:00	HIST0042-A-a
288-07	19-10-2021 14:00:00	19-10-2021 17:00:00	ANTH0007-A-a
2881-07	19-10-2021 10:00:00	19-10-2021 12:00:00	HIST0007-A-c
2882-07	19-10-2021 11:00:00	19-10-2021 13:00:00	ASIE0005-A-a
2883-07	19-10-2021 12:00:00	19-10-2021 14:00:00	LROM0037-A-a
2908-07	19-10-2021 14:00:00	19-10-2021 16:00:00	PEAV0005-A-a
2909-07	19-10-2021 14:00:00	19-10-2021 16:00:00	ASIE0002-A-a
2910-07	19-10-2021 14:00:00	19-10-2021 16:00:00	HIST0008-A-d
2913-07	19-10-2021 16:00:00	19-10-2021 18:00:00	ASIE0012-A-b
2925-07	19-10-2021 13:45:00	19-10-2021 17:45:00	GCIV0133-A-g
2942-07	19-10-2021 08:15:00	19-10-2021 10:15:00	MATH0495-A-a
2948-07	19-10-2021 13:30:00	19-10-2021 17:30:00	GBIO0029-A-a
300-07	19-10-2021 09:30:00	19-10-2021 11:30:00	CHIR0232-A-a
3003-07	19-10-2021 08:30:00	19-10-2021 12:30:00	GEOG0222-A-c
301-07	19-10-2021 10:15:00	19-10-2021 12:15:00	PHYS1985-A-a
3037-07	19-10-2021 08:30:00	19-10-2021 10:00:00	LANG0041-A-b
3040-07	19-10-2021 09:00:00	19-10-2021 11:00:00	LANG0001-A-b
306-07	19-10-2021 15:30:00	19-10-2021 17:30:00	MATH0073-B-a
3133-07	19-10-2021 13:30:00	19-10-2021 18:00:00	EDPH0704-A-a
326-07	19-10-2021 11:00:00	19-10-2021 13:00:00	SOCI0085-A-a
3264-07	19-10-2021 08:00:00	19-10-2021 12:30:00	EDPH0707-A-a
3269-07	19-10-2021 10:45:00	19-10-2021 12:45:00	PSYC1197-A-a
3281-07	19-10-2021 14:00:00	19-10-2021 17:00:00	KINE0642-A-a
330-07	19-10-2021 13:00:00	19-10-2021 15:00:00	SOCI0111-A-a
3310-07	19-10-2021 14:00:00	19-10-2021 17:00:00	QUAL0724-A-a
333-07	19-10-2021 13:00:00	19-10-2021 16:00:00	SOCI2243-A-a
338-07	19-10-2021 13:30:00	19-10-2021 15:30:00	PHYS3018-A-a
3385-07	19-10-2021 09:00:00	19-10-2021 11:00:00	PHIL0040-A-a
3386-07	19-10-2021 09:00:00	19-10-2021 10:00:00	LCLA0089-A-a
3387-07	19-10-2021 10:00:00	19-10-2021 12:00:00	PHIL0003-A-a
3388-07	19-10-2021 11:00:00	19-10-2021 13:00:00	PEAV0003-A-a
3389-07	19-10-2021 11:00:00	19-10-2021 13:00:00	LROM0136-A-a
3390-07	19-10-2021 12:00:00	19-10-2021 13:00:00	HIST0002-A-a
3400-07	19-10-2021 13:30:00	19-10-2021 15:30:00	GRHO0045-A-a
3416-07	19-10-2021 12:00:00	19-10-2021 13:00:00	LCLA0087-A-a
3417-07	19-10-2021 15:00:00	19-10-2021 17:00:00	LGER0081-A-a
3418-07	19-10-2021 16:00:00	19-10-2021 18:00:00	HIST0080-A-a
3421-07	19-10-2021 16:00:00	19-10-2021 18:00:00	HAAR0072-A-b
3448-07	19-10-2021 08:15:00	19-10-2021 10:15:00	MATH0487-A-b
3451-07	19-10-2021 14:00:00	19-10-2021 17:00:00	GBIO0022-A-a
3546-07	19-10-2021 13:30:00	19-10-2021 15:00:00	LANG0920-A-b
3548-07	19-10-2021 13:30:00	19-10-2021 15:00:00	LANG0920-A-b
3551-07	19-10-2021 10:30:00	19-10-2021 12:30:00	STAT0082-A-a
361-07	19-10-2021 15:00:00	19-10-2021 17:00:00	MATH2023-A-a
364-07	19-10-2021 08:30:00	19-10-2021 10:30:00	DOCU0044-A-a
368-07	19-10-2021 18:00:00	19-10-2021 21:00:00	FINA0041-A-a
