Event	Start	End	Code cours
4236-07	18-10-2021 13:00:00	18-10-2021 14:00:00	LANG9021-A-a
4241-07	18-10-2021 10:00:00	18-10-2021 11:00:00	LANG8021-A-a
4250-07	18-10-2021 08:30:00	18-10-2021 11:30:00	LANG8033-A-a
4323-07	18-10-2021 08:30:00	18-10-2021 10:30:00	PHYS0209-B-a
4358-07	18-10-2021 14:00:00	18-10-2021 16:00:00	SPAT0160-A-a
4460-07	18-10-2021 10:30:00	18-10-2021 12:30:00	PSYC0061-A-a
4573-07	18-10-2021 11:30:00	18-10-2021 13:00:00	LANG0040-A-b
4577-07	18-10-2021 11:30:00	18-10-2021 13:00:00	LANG0041-A-b
4579-07	18-10-2021 10:00:00	18-10-2021 11:30:00	LANG0920-A-b
4601-07	18-10-2021 10:45:00	18-10-2021 12:45:00	SBIM2003-A-a
4622-07	18-10-2021 13:45:00	18-10-2021 16:45:00	LANG1957-A-a
4635-07	18-10-2021 10:30:00	18-10-2021 12:30:00	EDPH0003-A-a
4637-07	18-10-2021 13:00:00	18-10-2021 16:00:00	PEDA4044-A-a
4665-07	18-10-2021 17:00:00	18-10-2021 20:00:00	PEDA0007-B-b
4671-07	18-10-2021 13:00:00	18-10-2021 16:00:00	LANG2917-A-a
471-07	18-10-2021 14:00:00	18-10-2021 16:00:00	DROI1104-A-a
4751-07	18-10-2021 11:00:00	18-10-2021 12:00:00	LANG9021-A-a
4754-07	18-10-2021 14:00:00	18-10-2021 16:00:00	LANG8020-A-a
4765-07	18-10-2021 11:00:00	18-10-2021 12:00:00	LANG8032-C-a
4777-07	18-10-2021 13:30:00	18-10-2021 15:00:00	LANG0922-A-b
4984-07	18-10-2021 08:00:00	18-10-2021 10:00:00	LOGO5005-A-a
4986-07	18-10-2021 12:00:00	18-10-2021 14:00:00	LANG0087-A-c
5002-07	18-10-2021 13:45:00	18-10-2021 17:45:00	APRI0004-A-a
5005-07	18-10-2021 13:30:00	18-10-2021 17:30:00	PHYS0961-A-a
5022-07	18-10-2021 08:30:00	18-10-2021 10:30:00	MATH2014-A-a
5024-07	18-10-2021 13:45:00	18-10-2021 17:45:00	PRCO0001-A-a
5035-07	18-10-2021 09:00:00	18-10-2021 10:30:00	PSYC5893-A-a
5044-07	18-10-2021 13:45:00	18-10-2021 17:45:00	UEEN0006-A-a
5065-07	18-10-2021 16:30:00	18-10-2021 18:00:00	LOCO0005-C-a
5087-07	18-10-2021 13:00:00	18-10-2021 14:30:00	LANG3996-A-a
5100-07	18-10-2021 11:00:00	18-10-2021 13:00:00	LANG8035-A-a
5136-07	18-10-2021 10:30:00	18-10-2021 12:00:00	LANG3998-A-a
525-07	18-10-2021 08:30:00	18-10-2021 10:00:00	MATH0080-A-a
5267-07	18-10-2021 09:00:00	18-10-2021 12:30:00	ARCH0115-A-a
5270-07	18-10-2021 08:30:00	18-10-2021 12:30:00	GEOL0013-B-a
5275-07	18-10-2021 13:45:00	18-10-2021 17:45:00	GEOL0277-A-a
5279-07	18-10-2021 13:45:00	18-10-2021 17:45:00	GEOL0312-A-a
529-07	18-10-2021 10:30:00	18-10-2021 12:45:00	MATH0257-A-b
5317-07	18-10-2021 13:45:00	18-10-2021 17:45:00	CHIM0699-A-b
5383-07	18-10-2021 08:30:00	18-10-2021 12:30:00	ELEN0076-A-a
5407-07	18-10-2021 16:15:00	18-10-2021 18:15:00	TRAD0122-A-a
5492-07	18-10-2021 10:30:00	18-10-2021 12:30:00	YSTG9026-A-a
5493-07	18-10-2021 13:00:00	18-10-2021 15:00:00	LANG3989-A-a
5512-07	18-10-2021 13:45:00	18-10-2021 17:45:00	APRI0005-A-c
5517-07	18-10-2021 14:00:00	18-10-2021 18:00:00	APRI0007-A-a
5571-07	18-10-2021 15:00:00	18-10-2021 16:30:00	LOCO0005-C-a
5618-07	18-10-2021 08:30:00	18-10-2021 12:30:00	GEOL0315-A-a
5620-07	18-10-2021 09:00:00	18-10-2021 12:00:00	GEST3162-A-a
574-07	18-10-2021 14:00:00	18-10-2021 17:00:00	SOCI0568-A-a
5743-07	18-10-2021 08:00:00	18-10-2021 10:00:00	TRAD0122-B-a
5773-07	18-10-2021 13:15:00	18-10-2021 15:15:00	VETE2077-A-a
5785-07	18-10-2021 08:30:00	18-10-2021 10:30:00	CHIM0278-A-a
579-07	18-10-2021 17:00:00	18-10-2021 20:00:00	SOCI9005-A-a
5791-07	18-10-2021 13:00:00	18-10-2021 14:00:00	PROT0240-A-a
581-07	18-10-2021 13:30:00	18-10-2021 15:30:00	PHYS3018-A-a
5840-07	18-10-2021 10:00:00	18-10-2021 12:00:00	ANTH0057-A-a
584-07	18-10-2021 15:45:00	18-10-2021 17:45:00	BIOL2026-A-b
590-07	18-10-2021 10:00:00	18-10-2021 12:00:00	STAT0002-A-b
5916-07	18-10-2021 13:45:00	18-10-2021 17:45:00	MECA0526-A-a
5956-07	18-10-2021 13:45:00	18-10-2021 17:45:00	AERO0035-A-a
597-07	18-10-2021 10:15:00	18-10-2021 12:15:00	MATH0248-A-a
5971-07	18-10-2021 13:45:00	18-10-2021 17:45:00	APRI0009-A-a
5975-07	18-10-2021 13:45:00	18-10-2021 17:45:00	APRI0010-A-a
6018-07	18-10-2021 13:30:00	18-10-2021 15:00:00	LOCO0005-C-a
6052-07	18-10-2021 08:30:00	18-10-2021 12:30:00	GCIV2179-A-a
614-07	18-10-2021 10:30:00	18-10-2021 12:30:00	MATH2007-A-a
6205-07	18-10-2021 09:00:00	18-10-2021 12:00:00	DROI0180-A-b
6251-07	18-10-2021 13:15:00	18-10-2021 15:15:00	VETE2063-A-a
6341-07	18-10-2021 09:00:00	18-10-2021 12:00:00	GEOG2018-A-a
6369-07	18-10-2021 13:00:00	18-10-2021 16:00:00	DROI1237-A-a
639-07	18-10-2021 10:15:00	18-10-2021 12:15:00	DROI1108-A-a
6393-07	18-10-2021 16:30:00	18-10-2021 18:00:00	DROI1914-A-a
640-07	18-10-2021 08:00:00	18-10-2021 10:00:00	DROI1104-A-a
6421-07	18-10-2021 13:45:00	18-10-2021 17:45:00	MECA0502-A-a
6446-07	18-10-2021 13:30:00	18-10-2021 17:30:00	GCIV0607-A-b
6456-07	18-10-2021 10:00:00	18-10-2021 12:00:00	LANG0087-A-c
6485-07	18-10-2021 10:45:00	18-10-2021 12:15:00	MATH2014-A-a
6493-07	18-10-2021 08:15:00	18-10-2021 10:15:00	PSYC1105-A-a
6507-07	18-10-2021 15:45:00	18-10-2021 17:45:00	PSYC0927-A-a
6565-07	18-10-2021 13:30:00	18-10-2021 17:30:00	ARCH2003-A-a
6620-07	18-10-2021 13:45:00	18-10-2021 17:45:00	CHIM9308-A-a
6784-07	18-10-2021 11:00:00	18-10-2021 12:00:00	TRAD0122-A-a
6801-07	18-10-2021 13:30:00	18-10-2021 15:30:00	SBIM2007-A-a
6815-07	18-10-2021 08:30:00	18-10-2021 10:00:00	DROI1914-A-a
685-07	18-10-2021 16:00:00	18-10-2021 18:00:00	COMU0008-A-a
6953-07	18-10-2021 10:00:00	18-10-2021 12:00:00	TRAD0122-B-a
6954-07	18-10-2021 13:45:00	18-10-2021 14:45:00	TRAD0122-A-a
6955-07	18-10-2021 12:45:00	18-10-2021 14:45:00	TRAD0121-A-b
6958-07	18-10-2021 13:30:00	18-10-2021 15:30:00	CHIM0739-B-a
696-07	18-10-2021 08:15:00	18-10-2021 12:15:00	ARCH0591-A-a
6962-07	18-10-2021 15:45:00	18-10-2021 17:45:00	PHYS0099-A-a
697-07	18-10-2021 13:30:00	18-10-2021 17:30:00	ARCH0593-A-a
6978-07	18-10-2021 15:30:00	18-10-2021 17:30:00	VETE2078-A-a
6979-07	18-10-2021 11:00:00	18-10-2021 13:00:00	SBIM2006-A-a
6993-07	18-10-2021 13:00:00	18-10-2021 15:00:00	LOGO1145-A-a
6998-07	18-10-2021 08:30:00	18-10-2021 10:30:00	PSYC1224-A-a
705-07	18-10-2021 09:00:00	18-10-2021 12:00:00	MARK0794-A-a
7192-07	18-10-2021 14:00:00	18-10-2021 15:30:00	PHYS3004-A-a
743-07	18-10-2021 08:30:00	18-10-2021 10:30:00	NUTR1002-A-a
7518-07	18-10-2021 11:00:00	18-10-2021 13:00:00	PHIL0230-A-a
7533-07	18-10-2021 10:30:00	18-10-2021 12:30:00	PHYS0941-A-b
7534-07	18-10-2021 10:30:00	18-10-2021 12:30:00	PHYS0980-A-a
7551-07	18-10-2021 08:00:00	18-10-2021 10:00:00	KINE0006-A-a
7604-07	18-10-2021 14:00:00	18-10-2021 18:00:00	GEOL0311-A-a
7639-07	18-10-2021 13:30:00	18-10-2021 15:30:00	MEDE0122-A-a
7645-07	18-10-2021 08:00:00	18-10-2021 10:00:00	MEDE0002-A-a
7771-07	18-10-2021 18:00:00	18-10-2021 20:00:00	AESS0202-A-a
7827-07	18-10-2021 13:00:00	18-10-2021 14:30:00	LOCO0532-D-a
7886-07	18-10-2021 08:30:00	18-10-2021 12:15:00	MATH0001-B-a
7887-07	18-10-2021 08:30:00	18-10-2021 12:15:00	MATH0001-B-a
7997-07	18-10-2021 16:00:00	18-10-2021 17:30:00	LOCO0532-D-a
8054-07	18-10-2021 08:30:00	18-10-2021 12:15:00	MATH0001-B-a
8056-07	18-10-2021 08:30:00	18-10-2021 12:15:00	MATH0001-B-a
823-07	18-10-2021 08:30:00	18-10-2021 11:00:00	DROI0954-A-a
8233-07	18-10-2021 10:30:00	18-10-2021 12:30:00	PATH3009-1
825-07	18-10-2021 08:00:00	18-10-2021 10:00:00	PSYC1092-A-a
858-07	18-10-2021 13:00:00	18-10-2021 14:00:00	LANG1905-A-a
859-07	18-10-2021 13:00:00	18-10-2021 15:00:00	LANG9909-A-a
8593-07	18-10-2021 15:30:00	18-10-2021 17:30:00	VETE0464-A-a
860-07	18-10-2021 10:00:00	18-10-2021 12:00:00	LANG2008-A-a
862-07	18-10-2021 15:30:00	18-10-2021 16:30:00	LANG1906-A-a
863-07	18-10-2021 09:00:00	18-10-2021 12:00:00	DROI0929-A-b
8649-07	18-10-2021 14:30:00	18-10-2021 16:00:00	LOCO0532-D-a
8684-07	18-10-2021 14:00:00	18-10-2021 18:00:00	GIRI9009-A-a
8707-07	18-10-2021 08:30:00	18-10-2021 12:15:00	MATH0001-B-a
8826-07	18-10-2021 16:15:00	18-10-2021 18:15:00	OCEA0063-B-a
8832-07	18-10-2021 14:00:00	18-10-2021 16:00:00	OCEA0094-A-a
8833-07	18-10-2021 14:00:00	18-10-2021 17:00:00	OCEA0075-A-b
8892-07	18-10-2021 14:00:00	18-10-2021 16:00:00	CHIM0724-A-a
8998-07	18-10-2021 08:30:00	18-10-2021 10:30:00	OCEA0228-B-a
9002-07	18-10-2021 09:00:00	18-10-2021 12:00:00	OCEA0159-A-a
9073-07	18-10-2021 09:00:00	18-10-2021 12:00:00	SOCI0075-A-c
9116-07	18-10-2021 09:00:00	18-10-2021 12:00:00	CHIM9263-A-a
9122-07	18-10-2021 08:30:00	18-10-2021 12:30:00	PHYS3018-A-a
9147-07	18-10-2021 08:00:00	18-10-2021 10:00:00	MICR0721-A-b
9170-07	18-10-2021 10:30:00	18-10-2021 12:30:00	ECON0824-A-a
9208-07	18-10-2021 08:00:00	18-10-2021 10:00:00	TRAD0101-A-a
9209-07	18-10-2021 10:00:00	18-10-2021 12:00:00	TRAD0064-A-a
9210-07	18-10-2021 12:00:00	18-10-2021 14:00:00	TRAD0119-A-a
9212-07	18-10-2021 10:30:00	18-10-2021 12:30:00	MEDE0002-A-a
934-07	18-10-2021 08:15:00	18-10-2021 12:15:00	ARCH0596-A-a
935-07	18-10-2021 13:30:00	18-10-2021 17:30:00	ARCH0597-A-a
9518-07	18-10-2021 13:30:00	18-10-2021 15:30:00	SBIM0486-B-a
9529-07	18-10-2021 08:15:00	18-10-2021 10:15:00	MATH0509-A-a
9560-07	18-10-2021 10:30:00	18-10-2021 12:30:00	INFO1267-A-a
9631-07	18-10-2021 10:00:00	18-10-2021 12:00:00	MICR0720-A-a
9678-07	18-10-2021 18:00:00	18-10-2021 20:00:00	ISLV0307-A-a
9709-07	18-10-2021 16:00:00	18-10-2021 18:00:00	MEDE0122-A-a
9717-07	18-10-2021 12:00:00	18-10-2021 14:00:00	TRAD0067-A-a
98-07	18-10-2021 14:00:00	18-10-2021 18:00:00	BIOL0847-C-a
995-07	18-10-2021 15:00:00	18-10-2021 17:00:00	SPOL2309-A-a
9968-07	18-10-2021 13:00:00	18-10-2021 16:00:00	GEOG0626-A-a
9970-07	18-10-2021 08:30:00	18-10-2021 12:30:00	GCIV0620-B-a
9973-07	18-10-2021 11:15:00	18-10-2021 13:15:00	OCEA0219-A-a
