Name celcat,A1 3/22,A1 3/24,A1 3/26a,A1 3/26b,A1 3/28a,A1 3/28b,A1 3/52,A1 CEDOPAL (3/46),A1 Espace philo (3/36),A1 Philo1 (2/35A),A1 Philo2 (2/28C),A1 Salle Commu2 (2/24b),A1 Salle de reunion du decanat (0/45),A1 Seminaire cinema (2/48a),A1 Seminaire media (2/7a),A1 Seminaire theatre (2/53a),A1J 2/66 (2/66),A1J 2/67,A1J 2/68,A1J 2/69a,A1J Salle Moyen Physique (0/72),A2 2/3,A2 2/5,A2 4/12,A2 4/15,A2 4/17,A2 4/9,A2 5/11,A2 5/16,A2 5/39,A2 5/6,A2 6/11,A2 6/41,A2 6/8,A4 Local Musicologie (0/59B),A4 Musee de la Prehistoire (-1/66),A4 R10 (0/54a),A4 R100 (0/44),A4 R30 (0/2),A4 S100 (-1/44),A4 S50 (-1/48),A4 Salle du conseil histoire (2/2),B11 1/12,B11 1/31 (1/31),B11 Macar (0/71),B11 R/12 (0/12),B11 R/33 (0/33),B18 R 122 (0/122),B18 R 125 (0/125),B18 R 168 (0/168),B18 R 202 (TP Poty) (0/202),B18 R 64 (0/64),B18 R 88 (0/88),B20 R 91 (0/18),B20 R 94 (0/15),B21 Laboratoire de pedagogie (3/17),B21 Salle de cours ISEPK (2/11A),B22/1 Salle de cours 0/81,B22/1 Salle des profs (0/19),B23 salle 11 (0/47b),B23 salle 14 (-1/7),B23 salle 15 (-1/8),B23 salle 16 (-1/9),B23 salle 17 (-1/10),B23 salle 18 (-1/11),B23 salle 19 (-1/12),B23 salle 20 (-1/13),B23 salle 50 (-1/15),B28 1.123,B28 1.126,B28 1.18,B28 1.21,B28 1.94,B28 1.97,B28 2.93,B28 R.18 (0/18),B28 R.21 (0/21),B28 R.7 (0/7),B28 R.75 (0/75),B31 Mahaim (1/110),B31 Medialab (3/47),B31 Salle du conseil (3/18),B31 Seminaire 1 (0/1),B31 Seminaire 10 (3/101),B31 Seminaire 11 (3/102),B31 Seminaire 3 (1/29),B31 Seminaire 6 (2/24),B31 Seminaire 7 (2/30),B32 de LANDSHEERE (2/12),B32 DELBOEUF (0/25),B32 DUYCKAERTS (0/14),B32 DYNAMIQUE des GROUPES (0/6),B32 RICHELLE (1/6),B32 TV (0/2),B33 IEJE (2/50),B33 Trifac 1 (-1/47),B33 Trifac 2 (-1/43),B33 Trifac 3 (-1/40),B33 Trifac 4 (-1/35),B35a D50 (2/7),B35a E50 (2/8),B35a F50 (2/9),B36 Jorissen (0/3),B36 revision microscopie (-1/50),B36 salle 1 (-1/16),B36 salle 2 (-1/15),B36 salle 3 (-1/14),B36 salle 4 (-1/13),B36 salle 5 (-1/12),B36 salle 6 (-1/11),B36 salle 7 (-1/10),B36 salle 8 (-1/9),B36 Salle de debriefing (-1/41),B36 Stainier (0/5),B36 Sternon (0/11),B37 0.33,B37 0.36,B37 0.39,B37 0.55,B37 1/64,B37 S.33 (-1/33),B37 S.36 (-1/36),B37 S.39 (-1/39),B37 S.42 (-1/42),B4 1/24 (1/88),B4 R52 (0/60),B4 R53 (0/80),B4 R54 (0/90),B4 S74 (-1/80),B4 S94 (-1/90),B40 Salle de cours 1/8 (1/8),B41 Bibliotheque Seminaire (1/73),B41 Module 1 (1/86),B41 Module 2 (1/87),B41 Module 3 (1/88),B41 Module 4 (1/89),B41 Module 5 (1/90),B41 Salle 6/TP sous RX (-1/37c),B41 Salle 7/TP sous RX (-1/46),B41 Salle 8/TP sous RX (-1/47),B41 Seminaire pharmaco (1/103a),B42 Salle RUPO 1 (0/84),B42 Salle RUPO 2 (0/78),B42 Salle RUPO 3 (0/79),B42 Salle RUPO 4 (0/81),B42 Salle RUPO 5 (0/82),B43a Salle de Parasitologie (2/68),B43b Salle de cours B43bis (-1/29),B43b Salle Schoenaers (-1/25),B52 (0/523),B52 (-1/426),B52 (1/433),B52 (-1/433),B52 (-1/631b),B52 (1/828),B52 (2/441),B52 TP36 (-1/303),B52 TP40 (-1/301),B52 TP64 (0/302),B52 TP8 (0/303),B5a Geomatique (2/43),B5a R41 (0/41),B5a R43 (0/44),B5a R45 (0/46),B5a R47 (0/48),B5b 1/19,B5b 1/35,B5b R19 (0/19),B5b R35 (0/35),B5b S22 (-1/22),B5b S24 (-1/24),B5b S26 (-1/26),B5b S28 (-1/28),B5b S30 (-1/30),B5b S32 (-1/32),B5b S34 (-1/34),B6c (0/42),B6c (1/38),B6c 1/75,B6c 2/71,B6c 3/66,B6c 3/67A,B6c 3/67B,B6c 3/68,B6c 3/70 (3/70),B6c Salle de cours (2/34a),B6d C26 (-1/26),B6d R22 (0/22),B6d R24 (0/24),B6d R26 (0/26),B6d R30 (0/30),B6d S27 (-1/27),B6d S38 (-1/38),B77 Salle polyvalente (0/6),B7a A1 (-1/10),B7a A2 (-1/9),B7a S1 (-1/17a),B7a S2 (-1/16),B7a S3 (-1/15),B7a S4 (-1/14),B7a S5 (-1/13),B7b A3 (0/30),B7b A4 (0/29),E1 Auditoire 01 (0/28),E1 Auditoire 02 (0/25),E1 Salle graphique Constitution (0/5),E1 Salle graphique Ransonnet (0/8),F1 Auditoire B03 (1/33),F1 Auditoire moyen B02 (1/2),I1 Laboratoire de mycologie (1/13),I1 Salle des Professeurs (0/41a),I1 Salle Jeuniaux (1/72),I1 Salle Ruwet (0/29),J6 Salle de cours (0/21),L1 (1/16),L1 (1/19),L1 Bergen (0/37),L1 Bucarest (1/31),L1 Kyoto (0/29),L1 Rome (1/33),L1 Stuttgart (0/34),L1 Venise (0/32),L3 (0/51),L3 (0/54),L3 (0/57),L3 (0/6),L3 (1/33),L3 (1/35),L3 (1/37),L3 (2/19),L3 (2/29),L3 (2/32),L3 (2/34),L3 (2/37),L3 (2/4),L5 (0/3),L5 (0/4),L5 (1/1),L5 (1/3),L5 (1/4),L5 (1/5),L5 (1/6),L5 (1/7),L5 (1/8),L5 (1/9),L5 (2/1),L5 (2/3),L5 (2/5),L5 (2/6),L5 (2/7),L5 (2/8),L5 (2/9),N1a 115 (1/15),N1a 119 (1/19),N1a 120 (1/20),N1a 126 (1/26),N1a 130 (1/30),N1a 138 (1/38),N1a 15 (0/15),N1a 223 (2/23),N1a 224 (2/24),N1a 25 (0/25),N1a 34 (0/34),N1a 35 (0/35),N1b 1715 (3/15),N1d (0/86),N1d (0/88),N1d (0/89),N1d (1/82),N1d (-1/89),N3a 1/23,N3a 1/25,N3a 2027 (0/27),A1 Salle Academique (0/47),A1 Salle Gothot (1/36),A1 Salle Lumiere (2/52),A1J Salle Grand Physique (1/76),A1J Salle Petit Physique (2/72a),A1J Salle Wittert (0/64a),A2 Salle Kurth (1/25),A2 Salle Wilmotte (3/25),A4 Theatre (0/35),B11 Sporck (0/81),B22/1 Auditoire (0/35),B28 R.3 (0/3),B31 Comte (0/113),B31 De Mean (2/102),B31 Domat (0/89),B31 Durkheim (0/102),B31 Keynes (0/84),B31 Laurent (4/89),B31 Marx (4/84),B31 Portalis (2/89),B31 Raikem (0/110),B31 Ricardo (0/111),B31 Tocqueville (2/84),B31 Weber (0/91),B34 Amphi Leon Fredericq (5/59A),B35a Bacq & Florkin (1/8),B35a Roskam (0/8),B35a Welsch (0/7),B37 Auditoire 01 (0/1),B37 Auditoire 02 (0/2),B4 A204 (0/24),B4 A304 (0/30),B4 A604 (0/75),B41 AMPHI A (0/5a),B42 Amphi B (0/3a),B43a Amphi D (2/36a),B45 AMPHI C (0/8),B6a R43 (0/43),B7a A300 (0/5),B7a A303 (0/3),B7a A500 (0/7),B7b A142 (0/28),B7b A202 (0/26),B8 Theatre Dick Annegarn (0/1),F1 Grand auditoire B01 (0/2),I1 Amphi de Zoologie (0/39),J6 Auditoire (0/35),L1 (0/40),L3 Auditoire 0/13A,N1a 30 (0/30),N1a 50 (0/50),O2 Bovy (3/7b),O2 Lejeune (1/3a),O2 Noppius (2/3a),O2 Pousseur (3/7a),O2 Thiry (2/8a)
A1 3/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,8.0,8.0,8.0,8.0,12.0,12.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,12.0,8.0,8.0,8.0,8.0,12.0,12.0,6,6,6,6,6
A1 3/24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,8.0,8.0,8.0,8.0,12.0,12.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,12.0,8.0,8.0,8.0,8.0,12.0,12.0,6,6,6,6,6
A1 3/26a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,8.0,8.0,8.0,8.0,12.0,12.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,12.0,8.0,8.0,8.0,8.0,12.0,12.0,6,6,6,6,6
A1 3/26b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,8.0,8.0,8.0,8.0,12.0,12.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,12.0,8.0,8.0,8.0,8.0,12.0,12.0,6,6,6,6,6
A1 3/28a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,8.0,8.0,8.0,8.0,12.0,12.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,12.0,8.0,8.0,8.0,8.0,12.0,12.0,6,6,6,6,6
A1 3/28b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,8.0,8.0,8.0,8.0,12.0,12.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,12.0,8.0,8.0,8.0,8.0,12.0,12.0,6,6,6,6,6
A1 3/52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,8.0,8.0,8.0,8.0,12.0,12.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,12.0,8.0,8.0,8.0,8.0,12.0,12.0,6,6,6,6,6
